# generated by scripts/base-taxonomy.py from poe1/data/base_items.json and item_classes.json @ e2bd511a, ../trade-query/data/items-2026-09-12.json and filters-2026-09-12.json, the item-facts raw stores (local)
name,item_class,class_name,export_category,release_state,domain,tags,trade_coarse_by_name,trade_id_predicted,basis,corpus_items,corpus_frames
Vaal Rapier,Thrusting One Hand Sword,Thrusting One Hand Swords,One Hand Sword,released,item,rapier top_tier_base_item_type sword one_hand_weapon onehand weapon default,weapon,weapon.rapier,class,8,Unique:6 Rare:2
Vaal Reap,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,2,Gem:2
Vaal Reave,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,12,Gem:12
Vaal Regalia,Body Armour,Body Armours,Body Armour,released,item,int_armour top_tier_base_item_type body_armour armour default,armour,armour.chest,class,15,Rare:9 Unique:6
Vaal Rejuvenation Totem,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Reliquary Key,VaultKey,Vault Keys,Vault Key,released,undefined,default,map,map,class,0,
Vaal Righteous Fire,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,17,Gem:17
Vaal Sacrifice Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Vaal Sceptre,Sceptre,Sceptres,One Hand Mace,released,item,sceptre top_tier_base_item_type sceptre one_hand_weapon onehand weapon default,weapon,weapon.sceptre,class,5,Unique:3 Rare:2
Vaal Scouting Report,StackableCurrency,Stackable Currency,Currency,released,undefined,drops_in_maps_only currency default,currency,currency,class,2,Currency:2
Vaal Smite,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,2,Gem:2
Vaal Soul Harvesting,Support Skill Gem,Support Gems,Support Gem,unreleased,undefined,vaal_gem support_gem gem default,,gem.supportgem,class,0,
Vaal Spark,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,8,Gem:8
Vaal Spectral Throw,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,26,Gem:26
Vaal Spirit Shield,Shield,Shields,Shield,released,item,int_armour focus top_tier_base_item_type shield armour default,armour,armour.shield,class,5,Rare:3 Unique:2
Vaal Split Arrow,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,,gem.activegem,class,0,
Vaal Storm Call,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,22,Gem:22
Vaal Summon Skeletons,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,33,Gem:33
Vaal Sweep,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,vaal_gem gem default,,gem.activegem,class,0,
Vaal Temple Map,Map,Maps,Map,released,area,not_for_sale indoors_area dungeon temple old_map cannot_be_twinned map default,map,map,class,4,Rare:4
Vaal Temptation Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Vaal Venom Gyre,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,0,
Vaal Volcanic Fissure,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,vaal_gem gem default,gem,gem.activegem,class,1,Gem:1
Valako's Jaw,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Valdo Map,MapKey,Maps,Map,released,area,high_level_map not_for_sale map default,map,map,class,1,SupporterFoil:1
Valdo's Puzzle Box,StackableCurrency,Stackable Currency,Currency,released,undefined,fake_currency extreme_tier_currency currency default,currency,currency,class,4,Currency:4
Vampiric Link,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,6,Gem:6
Vanguard Belt,Belt,Belts,Belt,released,item,not_for_sale atlas_base_type beltatlas1 belt default,accessory,accessory.belt,class,13,Unique:10 Rare:3
Vanity,DivinationCard,Divination Cards,Divination Card,released,undefined,armour_divination unique_divination corrupted_divination unique_corrupted_divination unique_armour_divination divination_card default,card,card,class,3,DivinationCard:3
Variscite Blade,One Hand Sword,One Hand Swords,One Hand Sword,released,item,sword one_hand_weapon onehand weapon default,weapon,weapon.basesword,class,1,Rare:1
Varnished Coat,Body Armour,Body Armours,Body Armour,released,item,dex_int_armour body_armour armour default,armour,armour.chest,class,5,Unique:3 Rare:2
Vault Key,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Vault Map,Map,Maps,Map,released,area,top_tier_map urban not_for_sale map default,,map,class,0,
Veiled Chaos Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,2,Currency:2
Veiled Exalted Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,3,Currency:3
Veiled Scarab,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,165,Currency:165
Velka's Allflame,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Velour Boots,Boots,Boots,Boots,released,item,dex_armour top_tier_base_item_type not_for_sale boots armour default,armour,armour.boots,class,1,Rare:1
Velour Gloves,Gloves,Gloves,Gloves,released,item,dex_armour top_tier_base_item_type not_for_sale gloves armour default,armour,armour.gloves,class,1,Rare:1
Velvet Gloves,Gloves,Gloves,Gloves,released,item,int_armour gloves armour default,armour,armour.gloves,class,13,Unique:13
Velvet Slippers,Boots,Boots,Boots,released,item,int_armour boots armour default,armour,armour.boots,class,9,Unique:9
Vengeful Contract,HeistContract,Contracts,Contract,released,undefined,default,heistmission,heistmission.contract,class,5,Unique:5
Vengeful Cry,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,2,Gem:2
Venom Gyre,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,3,Gem:3
Verdant Oil,StackableCurrency,Stackable Currency,Currency,released,undefined,mushrune currency default,currency,currency,class,5,Currency:5
Veritania's Citadel Map,InstanceLocalItem,Instance Local Items,Instance Local Item,released,undefined,default,,map,class,0,
Veritania's Crest,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,3,Normal:3
Vermillion Ring,Ring,Rings,Ring,released,item,not_for_sale atlas_base_type ringatlas3 ring default,accessory,accessory.ring,class,17,Rare:10 Magic:4 Unique:2 Normal:1
Versatile Keyring,HeistEquipmentTool,Heist Tools,Heist Tool,released,heist_npc,heist_equipment_trapdisarmament heist_equipment_tool heist_equipment default,heistequipment,heistequipment.heisttool,class,1,Rare:1
Vial Of Power,LabyrinthTrinket,Labyrinth Trinkets,Labyrinth Trinket,released,undefined,default,,,none,0,
Vial of Awakening,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Vial of Consequence,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Vial of Dominance,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,1,Currency:1
Vial of Fate,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,1,Currency:1
Vial of Sacrifice,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Vial of Summoning,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Vial of Transcendence,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Vial of the Ghost,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Vial of the Ritual,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,1,Currency:1
Vicious Projectiles Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,22,Gem:22
Vigilant Strike,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,8,Gem:8
Vigilante Contract,HeistContract,Contracts,Contract,released,undefined,default,heistmission,heistmission.contract,class,62,Unique:62
Vile Arrow Quiver,Quiver,Quivers,Quiver,released,item,quiver default,armour,armour.quiver,class,9,Rare:6 Unique:3
Vile Power,DivinationCard,Divination Cards,Divination Card,released,undefined,weapon_divination unique_divination unique_weapon_divination divination_card default,card,card,class,3,DivinationCard:3
Vile Staff,Warstaff,Warstaves,Staff,released,item,warstaff staff attack_staff two_hand_weapon twohand weapon default,weapon,weapon.warstaff,class,6,Unique:6
Vile Toxins Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,9,Gem:9
Villa Map,Map,Maps,Map,released,area,indoors_area dungeon temple urban not_for_sale old_map map default,,map,class,0,
Vine Circlet,Helmet,Helmets,Helmet,released,item,int_armour helmet armour default,armour,armour.helmet,class,7,Unique:7
Vinia's Token,DivinationCard,Divination Cards,Divination Card,released,undefined,currency_divination currency_basic_divination divination_card default,card,card,class,3,DivinationCard:3
Violent Desire,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,,gem.activegem,class,0,
Violet Oil,StackableCurrency,Stackable Currency,Currency,released,undefined,mushrune currency default,currency,currency,class,4,Currency:4
Viper Strike,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,9,Gem:9
Viridi's Finger,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Viridian Jewel,Jewel,Jewels,Jewel,released,misc,jewel not_str not_int not_for_sale dexjewel default,jewel,jewel.base,class,229,Unique:136 Rare:85 Magic:8
Viridian Watchstone,AtlasUpgradeItem,Atlas Upgrade Items,Watchstone,released,undefined,default,,,none,0,
Viscera Cauldron,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Visceral Reliquary Key,VaultKey,Vault Keys,Vault Key,released,undefined,default,map,map,class,0,
Visored Sallet,Helmet,Helmets,Helmet,released,item,str_dex_armour helmet armour default,armour,armour.helmet,class,7,Unique:6 Normal:1
Vitality,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,44,Gem:44
Vivid Crystallised Lifeforce,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,5,Currency:5
Vivid Wisps,StackableCurrency,Stackable Currency,Currency,released,undefined,disallowed_in_generic_currency_stash_slots currency default,,currency,class,0,
Void Axe,Two Hand Axe,Two Hand Axes,Two Hand Axe,released,item,top_tier_base_item_type axe two_hand_weapon twohand weapon default,weapon,weapon.twoaxe,class,6,Rare:6
Void Fangs,Claw,Claws,Claw,released,item,not_for_sale experimental_base claw one_hand_weapon onehand weapon default,weapon,weapon.claw,class,0,
Void Manipulation Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,29,Gem:29
Void Sceptre,Sceptre,Sceptres,One Hand Mace,released,item,sceptre top_tier_base_item_type sceptre one_hand_weapon onehand weapon default,weapon,weapon.sceptre,class,12,Unique:7 Rare:4 Magic:1
Void Shockwave Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Void Sphere,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,6,Gem:6
Void of the Elements,DivinationCard,Divination Cards,Divination Card,released,undefined,jewellery_divination elder_divination divination_card default,card,card,class,0,
Voidborn Reliquary Key,VaultKey,Vault Keys,Vault Key,released,undefined,fake_currency extreme_tier_currency default,map,map,class,3,Currency:3
Voidstorm Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
Volatile Dead,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,4,Gem:4
Volatile Power,DivinationCard,Divination Cards,Divination Card,released,undefined,gems_divination gems_quality_divination corrupted_divination divination_card default,card,card,class,3,DivinationCard:3
Volatile Vaal Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,1,Currency:1
Volatility Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,5,Gem:5
Volcanic Fissure,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,3,Gem:3
Volcano Map,Map,Maps,Map,released,area,cave mountain mid_tier_map not_for_sale map default,,map,class,0,
Volkuur's Key,MapFragment,Map Fragments,Map Fragment,released,map_device,default,map,map.fragment,class,0,
Volley Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,11,Gem:11
Voltaxic Burst,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,4,Gem:4
Voltaxic Flashpowder,HeistEquipmentTool,Heist Tools,Heist Tool,released,heist_npc,heist_equipment_demolition heist_equipment_tool heist_equipment default,heistequipment,heistequipment.heisttool,class,5,Rare:3 Magic:1 Normal:1
Vortex,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,22,Gem:22
Vortex Mine,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,gem default,,gem.activegem,class,0,
Vulnerability,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,8,Gem:8
Vulture Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,0,
WIP Support,Support Skill Gem,Support Gems,Support Gem,unreleased,undefined,support_gem gem default,,gem.supportgem,class,0,
Wailing Essence of Anger,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,5,Currency:5
Wailing Essence of Anguish,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,4,Currency:4
Wailing Essence of Contempt,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,5,Currency:5
Wailing Essence of Doubt,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,3,Currency:3
Wailing Essence of Fear,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,3,Currency:3
Wailing Essence of Greed,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,3,Currency:3
Wailing Essence of Hatred,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,4,Currency:4
Wailing Essence of Loathing,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,4,Currency:4
Wailing Essence of Rage,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,3,Currency:3
Wailing Essence of Sorrow,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,3,Currency:3
Wailing Essence of Spite,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,2,Currency:2
Wailing Essence of Suffering,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,4,Currency:4
Wailing Essence of Torment,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,3,Currency:3
Wailing Essence of Woe,StackableCurrency,Stackable Currency,Currency,released,undefined,essence currency default,currency,currency,class,3,Currency:3
