# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
array,template,items,lines,kinds,flags,example
enchantMods,Delirium Reward Type: Expedition Items,1,1,string:1,,Delirium Reward Type: Expedition Items
enchantMods,Delirium Reward Type: Miscellaneous Items,1,1,string:1,,Delirium Reward Type: Miscellaneous Items
enchantMods,Divine Ire deals #% increased Damage,1,1,string:1,,Divine Ire deals 25% increased Damage
enchantMods,Dominating Blow can summon # additional Magic Sentinels of Dominance,1,1,string:1,,Dominating Blow can summon 2 additional Magic Sentinels of Dominance
enchantMods,Dread Banner has #% increased Aura Effect,1,1,string:1,,Dread Banner has 25% increased Aura Effect
enchantMods,Earthshatter has #% increased Area of Effect,1,1,string:1,,Earthshatter has 24% increased Area of Effect
enchantMods,Enduring Cry has #% increased Cooldown Recovery Rate,1,1,string:1,,Enduring Cry has 20% increased Cooldown Recovery Rate
enchantMods,Enemies Blinded by you have #% reduced Critical Strike Chance,1,1,string:1,,Enemies Blinded by you have 30% reduced Critical Strike Chance
enchantMods,Enemies Killed by your Hits are destroyed,1,1,string:1,,Enemies Killed by your Hits are destroyed
enchantMods,Energy Blades have #% increased Attack Speed,1,1,string:1,,Energy Blades have 15% increased Attack Speed
enchantMods,Explosive Arrow has #% increased Area of Effect,1,1,string:1,,Explosive Arrow has 24% increased Area of Effect
enchantMods,Explosive Concoction uses #% reduced Flask Charges,1,1,string:1,,Explosive Concoction uses 12% reduced Flask Charges
enchantMods,Explosive Trap deals #% increased Damage,1,1,string:1,,Explosive Trap deals 40% increased Damage
enchantMods,Explosive Trap has #% increased Area of Effect,1,1,string:1,,Explosive Trap has 24% increased Area of Effect
enchantMods,Exsanguinate deals #% increased Damage,1,1,string:1,,Exsanguinate deals 25% increased Damage
enchantMods,Flame Dash has #% increased Cooldown Recovery Rate,1,1,string:1,,Flame Dash has 20% increased Cooldown Recovery Rate
enchantMods,Flame Golems have #% increased Damage,1,1,string:1,,Flame Golems have 25% increased Damage
enchantMods,Flame Wall deals #% increased Damage,1,1,string:1,,Flame Wall deals 40% increased Damage
enchantMods,Flamethrower Trap deals #% increased Damage,1,1,string:1,,Flamethrower Trap deals 40% increased Damage
enchantMods,Flicker Strike has #% increased Cooldown Recovery Rate,1,1,string:1,,Flicker Strike has 30% increased Cooldown Recovery Rate
enchantMods,Forbidden Rite fires an additional Projectile,1,1,string:1,,Forbidden Rite fires an additional Projectile
enchantMods,Frost Bomb has #% increased Debuff Duration,1,1,string:1,,Frost Bomb has 30% increased Debuff Duration
enchantMods,Frost Shield has # to maximum Life per Stage,1,1,string:1,,Frost Shield has +125 to maximum Life per Stage
enchantMods,Frostblink has #% increased maximum travel distance,1,1,string:1,,Frostblink has 50% increased maximum travel distance
enchantMods,Gain # Rage on Melee Hit,1,1,string:1,,Gain 2 Rage on Melee Hit
enchantMods,Gain #% of Maximum Life as Extra Armour,1,1,string:1,,Gain 15% of Maximum Life as Extra Armour
enchantMods,General's Cry has #% increased Cooldown Recovery Rate,1,1,string:1,,General's Cry has 20% increased Cooldown Recovery Rate
enchantMods,Glacial Hammer has #% chance to Freeze,1,1,string:1,,Glacial Hammer has +30% chance to Freeze
enchantMods,Grace has #% increased Mana Reservation Efficiency,1,1,string:1,,Grace has 30% increased Mana Reservation Efficiency
enchantMods,Grants #% increased Accuracy per #% Quality,1,1,string:1,,Grants 1% increased Accuracy per 2% Quality
enchantMods,Ground Slam has a #% increased angle,1,1,string:1,,Ground Slam has a 24% increased angle
enchantMods,Has # White Sockets,1,1,string:1,,Has 2 White Sockets
enchantMods,Has no Red Sockets,1,1,string:1,,Has no Red Sockets
enchantMods,Herald of Agony has #% increased Mana Reservation Efficiency,1,1,string:1,,Herald of Agony has 50% increased Mana Reservation Efficiency
enchantMods,Herald of Ash has #% increased Mana Reservation Efficiency,1,1,string:1,,Herald of Ash has 40% increased Mana Reservation Efficiency
enchantMods,Herald of Thunder has #% increased Mana Reservation Efficiency,1,1,string:1,,Herald of Thunder has 75% increased Mana Reservation Efficiency
enchantMods,Ice Spear fires an additional Projectile,1,1,string:1,,Ice Spear fires an additional Projectile
enchantMods,Icicle Mine deals #% increased Damage,1,1,string:1,,Icicle Mine deals 25% increased Damage
enchantMods,Icicle Mine has #% to Critical Strike Multiplier,1,1,string:1,,Icicle Mine has +30% to Critical Strike Multiplier
enchantMods,Intimidating Cry has #% increased Area of Effect,1,1,string:1,,Intimidating Cry has 16% increased Area of Effect
enchantMods,Intimidating Cry has #% increased Cooldown Recovery Rate,1,1,string:1,,Intimidating Cry has 20% increased Cooldown Recovery Rate
enchantMods,Kinetic Blast has a #% chance for an additional explosion,1,1,string:1,,Kinetic Blast has a 50% chance for an additional explosion
enchantMods,Kinetic Bolt has #% increased Projectile Speed,1,1,string:1,,Kinetic Bolt has 30% increased Projectile Speed
enchantMods,Lancing Steel deals #% increased Damage,1,1,string:1,,Lancing Steel deals 40% increased Damage
enchantMods,Malevolence has #% increased Mana Reservation Efficiency,1,1,string:1,,Malevolence has 20% increased Mana Reservation Efficiency
enchantMods,Minions summoned by Your Summoning Towers have #% increased Life,1,1,string:1,,Minions summoned by Your Summoning Towers have 50% increased Life
enchantMods,Mirror Arrow and Mirror Arrow Clones have #% increased Attack Speed,1,1,string:1,,Mirror Arrow and Mirror Arrow Clones have 15% increased Attack Speed
enchantMods,Penance Brand deals #% increased Damage,1,1,string:1,,Penance Brand deals 25% increased Damage
enchantMods,Perforate deals #% increased Damage,1,1,string:1,,Perforate deals 40% increased Damage
enchantMods,Pestilent Strike has #% increased Area of Effect,1,1,string:1,,Pestilent Strike has 24% increased Area of Effect
enchantMods,Poisonous Concoction uses #% reduced Flask Charges,1,1,string:1,,Poisonous Concoction uses 12% reduced Flask Charges
enchantMods,Power Siphon fires at up to # additional target,1,1,string:1,,Power Siphon fires at up to 1 additional target
enchantMods,Purity of Lightning has #% increased Mana Reservation Efficiency,1,1,string:1,,Purity of Lightning has 40% increased Mana Reservation Efficiency
enchantMods,Pyroclast Mine has #% increased Throwing Speed,1,1,string:1,,Pyroclast Mine has 15% increased Throwing Speed
enchantMods,Rain of Arrows has #% chance to fire an additional sequence of arrows,1,1,string:1,,Rain of Arrows has 10% chance to fire an additional sequence of arrows
enchantMods,Reckoning has #% increased Cooldown Recovery Rate,1,1,string:1,,Reckoning has 30% increased Cooldown Recovery Rate
enchantMods,Righteous Fire grants #% increased Spell Damage,1,1,string:1,,Righteous Fire grants 30% increased Spell Damage
enchantMods,Rune Blast teleports you to the detonated Rune if you have not detonated Runes in the past # seconds,1,1,string:1,,Rune Blast teleports you to the detonated Rune if you have not detonated Runes in the past 0.5 secon
enchantMods,Scourge Arrow deals #% increased Damage,1,1,string:1,,Scourge Arrow deals 40% increased Damage
enchantMods,Seismic Trap has #% increased Skill Effect Duration,1,1,string:1,,Seismic Trap has 30% increased Skill Effect Duration
enchantMods,Shrapnel Ballista Pierces # additional Targets,1,1,string:1,,Shrapnel Ballista Pierces 6 additional Targets
enchantMods,Smite deals #% increased Damage,1,1,string:1,,Smite deals 40% increased Damage
enchantMods,Smite has a #% chance for lightning to strike another target,1,1,string:1,,Smite has a 10% chance for lightning to strike another target
enchantMods,Smoke Mine grants additional #% increased Movement Speed,1,1,string:1,,Smoke Mine grants additional 20% increased Movement Speed
enchantMods,Sniper's Mark has #% increased Curse Effect,1,1,string:1,,Sniper's Mark has 20% increased Curse Effect
enchantMods,Soulrend deals #% increased Damage,1,1,string:1,,Soulrend deals 25% increased Damage
enchantMods,Soulrend fires an additional Projectile,1,1,string:1,,Soulrend fires an additional Projectile
enchantMods,Spectral Shield Throw fires # additional Shard Projectiles,1,1,string:1,,Spectral Shield Throw fires 3 additional Shard Projectiles
enchantMods,Spirit Offering grants #% to Critical Strike Multiplier,1,1,string:1,,Spirit Offering grants +12% to Critical Strike Multiplier
enchantMods,Split Arrow fires # additional Projectiles,1,1,string:1,,Split Arrow fires 3 additional Projectiles
enchantMods,Static Strike has # maximum Beam Targets,1,1,string:1,,Static Strike has +2 maximum Beam Targets
enchantMods,Stone Golems deal #% increased Damage,1,1,string:1,,Stone Golems deal 25% increased Damage
enchantMods,Storm Brand deals #% increased Damage,1,1,string:1,,Storm Brand deals 40% increased Damage
enchantMods,Summon Skitterbots has #% increased Mana Reservation Efficiency,1,1,string:1,,Summon Skitterbots has 45% increased Mana Reservation Efficiency
enchantMods,Summoned Agony Crawler fires # additional Projectiles,1,1,string:1,,Summoned Agony Crawler fires 2 additional Projectiles
enchantMods,Summoned Carrion Golems deal #% increased Damage,1,1,string:1,,Summoned Carrion Golems deal 25% increased Damage
enchantMods,Summoned Carrion Golems have #% to all Elemental Resistances,1,1,string:1,,Summoned Carrion Golems have +36% to all Elemental Resistances
enchantMods,Summoned Holy Relics deal #% increased Damage,1,1,string:1,,Summoned Holy Relics deal 40% increased Damage
enchantMods,Summoned Holy Relics have #% increased Buff Effect,1,1,string:1,,Summoned Holy Relics have 100% increased Buff Effect
enchantMods,Tempest Shield chains an additional # times,1,1,string:1,,Tempest Shield chains an additional 3 times
enchantMods,Trigger Commandment of Blades on Hit,1,1,string:1,,Trigger Commandment of Blades on Hit
enchantMods,Trigger Commandment of Winter when Hit,1,1,string:1,,Trigger Commandment of Winter when Hit
enchantMods,Trigger Decree of Ire when Hit,1,1,string:1,,Trigger Decree of Ire when Hit
enchantMods,Trigger Decree of War on Kill,1,1,string:1,,Trigger Decree of War on Kill
enchantMods,Trigger Decree of the Tempest on Hit,1,1,string:1,,Trigger Decree of the Tempest on Hit
enchantMods,Trigger Edict of Force on Hit,1,1,string:1,,Trigger Edict of Force on Hit
enchantMods,Trigger Edict of Ire when Hit,1,1,string:1,,Trigger Edict of Ire when Hit
enchantMods,Trigger Edict of Reflection when Hit,1,1,string:1,,Trigger Edict of Reflection when Hit
enchantMods,Trigger Level # Summon Spectral Wolf on Kill,1,1,string:1,,Trigger Level 10 Summon Spectral Wolf on Kill
enchantMods,Trigger Word of Blades on Hit,1,1,string:1,,Trigger Word of Blades on Hit
enchantMods,Trigger Word of Frost on Kill,1,1,string:1,,Trigger Word of Frost on Kill
enchantMods,Trigger Word of Reflection when Hit,1,1,string:1,,Trigger Word of Reflection when Hit
enchantMods,Trigger Word of the Tempest on Hit,1,1,string:1,,Trigger Word of the Tempest on Hit
enchantMods,Used when you become Poisoned,1,1,string:1,,Used when you become Poisoned
enchantMods,Used when you take a Savage Hit,1,1,string:1,,Used when you take a Savage Hit
enchantMods,Vengeance has #% increased Cooldown Recovery Rate,1,1,string:1,,Vengeance has 30% increased Cooldown Recovery Rate
enchantMods,Void Sphere has #% increased Cooldown Recovery Rate,1,1,string:1,,Void Sphere has 20% increased Cooldown Recovery Rate
enchantMods,Vortex has #% increased Cooldown Recovery Rate,1,1,string:1,,Vortex has 30% increased Cooldown Recovery Rate
enchantMods,Wild Strike's Beam Chains an additional # times,1,1,string:1,,Wild Strike's Beam Chains an additional 4 times
enchantMods,Wintertide Brand deals #% increased Damage,1,1,string:1,,Wintertide Brand deals 25% increased Damage
enchantMods,Wintertide Brand has # to maximum Stages,1,1,string:1,,Wintertide Brand has +2 to maximum Stages
enchantMods,Wither has #% increased Area of Effect,1,1,string:1,,Wither has 24% increased Area of Effect
enchantMods,Wither has #% increased Duration,1,1,string:1,,Wither has 36% increased Duration
enchantMods,Wrath has #% increased Mana Reservation Efficiency,1,1,string:1,,Wrath has 30% increased Mana Reservation Efficiency
enchantMods,Your Arc Towers have #% chance to inflict Sap,1,1,string:1,,Your Arc Towers have 20% chance to inflict Sap
enchantMods,Your Glacial Cage Towers have #% increased Duration,1,1,string:1,,Your Glacial Cage Towers have 25% increased Duration
enchantMods,Your Imbuing Towers have #% increased Effect,1,1,string:1,,Your Imbuing Towers have 25% increased Effect
enchantMods,Your Imbuing Towers have #% increased Range,1,1,string:1,,Your Imbuing Towers have 25% increased Range
enchantMods,Your Meteor Towers deal #% increased Damage,1,1,string:1,,Your Meteor Towers deal 25% increased Damage
enchantMods,Your Scout Towers summon an additional minion,1,1,string:1,,Your Scout Towers summon an additional minion
enchantMods,Your Seismic Towers deal #% increased Damage,1,1,string:1,,Your Seismic Towers deal 25% increased Damage
enchantMods,Your Seismic Towers have an additional Cascade,1,1,string:1,,Your Seismic Towers have an additional Cascade
enchantMods,Zealotry has #% increased Mana Reservation Efficiency,1,1,string:1,,Zealotry has 30% increased Mana Reservation Efficiency
crucibleMods,Adds # to # Fire Damage,14,14,string:14,,Adds 1 to 5 Fire Damage
crucibleMods,Adds # to # Lightning Damage,14,14,string:14,,Adds 1 to 29 Lightning Damage
crucibleMods,Adds # to # Physical Damage,9,9,string:9,,Adds 6 to 11 Physical Damage
crucibleMods,#% increased Spell Damage,8,8,string:8,,10% increased Spell Damage
crucibleMods,#% to Critical Strike Chance,7,7,string:7,,+1.5% to Critical Strike Chance
crucibleMods,#% increased Attack Speed,5,5,string:5,,9% increased Attack Speed
crucibleMods,#% reduced Attack Speed,5,5,string:5,,15% reduced Attack Speed
crucibleMods,#% increased maximum Energy Shield,4,4,string:4,,10% increased maximum Energy Shield
crucibleMods,#% increased maximum Mana,4,4,string:4,,10% increased maximum Mana
crucibleMods,#% to Spell Critical Strike Chance,3,3,string:3,,+0.8% to Spell Critical Strike Chance
crucibleMods,Adds # to # Chaos Damage,3,3,string:3,,Adds 4 to 6 Chaos Damage
crucibleMods,Adds # to # Cold Damage,3,3,string:3,,Adds 3 to 6 Cold Damage
crucibleMods,# metres to Weapon Range,2,2,string:2,,+0.3 metres to Weapon Range
crucibleMods,#% increased Damage over Time,2,2,string:2,,68% increased Damage over Time
crucibleMods,#% increased Implicit Modifier magnitudes,2,2,string:2,,25% increased Implicit Modifier magnitudes
crucibleMods,#% more Cast Speed,2,2,string:2,,6% more Cast Speed
crucibleMods,#% reduced Totem Life,2,2,string:2,,25% reduced Totem Life
crucibleMods,#% to Critical Strike Multiplier for Spell Damage,2,2,string:2,,+50% to Critical Strike Multiplier for Spell Damage
crucibleMods,#% to Quality,2,2,string:2,,+16% to Quality
crucibleMods,Adds # to # Cold Damage to Spells,2,2,string:2,,Adds 1 to 3 Cold Damage to Spells
crucibleMods,Adds # to # Lightning Damage to Spells,2,2,string:2,,Adds 7 to 133 Lightning Damage to Spells
crucibleMods,Regenerate #% of Mana per second,2,2,string:2,,Regenerate 0.6% of Mana per second
crucibleMods,"Totems Explode on Death, dealing #% of their Life as Physical Damage",2,2,string:2,,"Totems Explode on Death, dealing 30% of their Life as Physical Damage"
crucibleMods,# to Armour,1,1,string:1,,+125 to Armour
crucibleMods,# to Level of Socketed Melee Gems,1,1,string:1,,+2 to Level of Socketed Melee Gems
crucibleMods,# to Level of Socketed Minion Gems,1,1,string:1,,+2 to Level of Socketed Minion Gems
crucibleMods,# to Strength,1,1,string:1,,+120 to Strength
crucibleMods,#% chance to Freeze,1,1,string:1,,10% chance to Freeze
crucibleMods,#% chance to Ignite,1,1,string:1,,20% chance to Ignite
crucibleMods,#% chance to deal Double Damage if Strength is below #,1,1,string:1,,6% chance to deal Double Damage if Strength is below 100
crucibleMods,#% chance to gain a Frenzy Charge on Kill,1,1,string:1,,6% chance to gain a Frenzy Charge on Kill
